person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,pd
28,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,15000,7.49,0,0.27,N,9,0.11764291195017319
31,56000,OWN,6.0,VENTURE,A,11500,,0,0.21,N,9,0.008211208036854824
27,50000,RENT,5.0,MEDICAL,A,7300,7.29,0,0.15,N,9,0.07479462352351318
33,50000,MORTGAGE,14.0,DEBTCONSOLIDATION,D,10000,16.89,1,0.2,N,7,0.48085481094751714
30,115000,RENT,7.0,DEBTCONSOLIDATION,B,7300,10.25,0,0.06,N,9,0.0768259629397538
28,44995,RENT,2.0,EDUCATION,A,7350,7.49,0,0.16,N,10,0.0693416745856483
27,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10050,9.63,0,0.18,N,8,0.08757157306397967
32,31000,RENT,2.0,HOMEIMPROVEMENT,D,7400,16.77,1,0.24,Y,9,0.8688598743155884
35,56000,MORTGAGE,,DEBTCONSOLIDATION,A,12000,,0,0.21,N,8,0.04606080123089744
33,69000,RENT,8.0,HOMEIMPROVEMENT,B,7400,9.76,0,0.11,N,5,0.09015821489134364
31,56000,MORTGAGE,3.0,MEDICAL,A,12000,6.54,0,0.21,N,5,0.038544629187781905
32,56000,MORTGAGE,13.0,EDUCATION,B,3000,8.88,0,0.05,N,9,0.01668477800400546
28,140000,RENT,0.0,DEBTCONSOLIDATION,A,7400,6.03,0,0.05,N,9,0.03668354556960154
28,56000,OWN,10.0,HOMEIMPROVEMENT,C,12000,14.72,0,0.21,Y,7,0.052611108331578914
29,55000,RENT,6.0,HOMEIMPROVEMENT,D,7450,15.62,0,0.14,N,8,0.6230676133010181
27,62900,RENT,9.0,MEDICAL,D,7450,15.99,1,0.1,N,10,0.6166245371973184
27,50000,MORTGAGE,8.0,MEDICAL,D,8400,,1,0.17,N,7,0.4494760034030124
29,56000,MORTGAGE,0.0,VENTURE,C,6000,13.23,0,0.11,Y,7,0.021825881239719923
34,56000,OWN,0.0,MEDICAL,B,5600,11.86,0,0.1,N,7,0.02809069762729575
28,20000,RENT,0.0,MEDICAL,B,7500,9.76,1,0.38,N,9,0.8852563905472914
33,56000,MORTGAGE,2.0,PERSONAL,A,11500,7.14,0,0.21,N,10,0.02711840395199698
32,56000,MORTGAGE,5.0,PERSONAL,A,10000,7.14,0,0.18,N,8,0.022352537641060745
29,56000,MORTGAGE,8.0,VENTURE,A,13000,7.88,0,0.23,N,5,0.015473241965727797
30,21996,RENT,4.0,MEDICAL,B,7500,10.37,1,0.34,N,9,0.8757142603439323
31,56000,MORTGAGE,4.0,EDUCATION,A,8000,8.59,0,0.14,N,5,0.011771367358458318
30,56000,MORTGAGE,1.0,MEDICAL,B,14000,12.18,0,0.25,N,7,0.0986031807543695
29,25400,RENT,1.0,EDUCATION,D,7500,14.59,1,0.3,Y,5,0.8930025267566728
29,56000,MORTGAGE,4.0,EDUCATION,D,18000,14.61,0,0.32,Y,9,0.5417324700590799
28,56000,MORTGAGE,9.0,VENTURE,D,4800,14.61,0,0.09,Y,6,0.15369342908844444
27,27000,RENT,2.0,MEDICAL,B,7500,12.69,0,0.28,N,10,0.6506683563659987
29,27600,RENT,2.0,EDUCATION,A,7500,6.62,0,0.27,N,9,0.29079419872497436
27,30000,RENT,5.0,EDUCATION,D,7500,14.84,0,0.25,N,7,0.734658296851491
33,30000,RENT,14.0,EDUCATION,B,7500,11.86,1,0.25,N,5,0.18708433803952165
35,56000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,15000,11.26,0,0.27,N,10,0.201503311968771
31,31000,RENT,5.0,PERSONAL,A,7500,7.49,0,0.24,N,9,0.1419050254088874
30,56000,MORTGAGE,5.0,EDUCATION,B,1500,,0,0.03,N,7,0.017678332740694646
30,32004,RENT,0.0,DEBTCONSOLIDATION,C,7500,13.47,0,0.23,Y,10,0.4890778109718227
30,56004,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9600,5.99,0,0.17,N,6,0.03213207086776608
27,33000,RENT,2.0,MEDICAL,D,7500,15.65,1,0.23,Y,7,0.875412845619412
33,33000,RENT,0.0,PERSONAL,C,7500,11.34,0,0.23,N,9,0.34494871239166397
29,34000,RENT,4.0,MEDICAL,A,7500,,0,0.22,N,10,0.24927891946379244
31,34000,RENT,0.0,MEDICAL,A,7500,8.94,0,0.22,N,8,0.25538087693700207
28,34200,RENT,8.0,PERSONAL,A,7500,8.94,0,0.22,N,7,0.1387671119883563
27,56004,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000,7.74,0,0.09,N,7,0.022674711566565763
27,56004,MORTGAGE,4.0,PERSONAL,A,3100,9.32,0,0.06,N,7,0.016644873725553035
30,56030,MORTGAGE,14.0,PERSONAL,B,13000,11.89,0,0.23,N,7,0.04765941892821327
29,56033,MORTGAGE,7.0,VENTURE,C,16000,14.65,0,0.29,N,6,0.09672526913705154
33,56100,OWN,13.0,HOMEIMPROVEMENT,A,16000,6.03,0,0.29,N,8,0.05243516087020394
30,35004,RENT,0.0,MEDICAL,A,7500,8.63,0,0.21,N,5,0.14037058503814756
35,35300,RENT,0.0,EDUCATION,C,7500,12.29,0,0.21,Y,7,0.16354125463964037
28,56148,MORTGAGE,12.0,DEBTCONSOLIDATION,C,2400,13.99,0,0.04,N,6,0.05270355530074559
27,56244,MORTGAGE,11.0,HOMEIMPROVEMENT,C,12000,14.22,0,0.21,N,8,0.09137701111089551
32,56256,MORTGAGE,2.0,PERSONAL,A,6500,6.17,0,0.12,N,5,0.012917089763378348
35,30000,RENT,1.0,EDUCATION,C,7500,,1,0.25,Y,6,0.2811772955950432
27,56331,MORTGAGE,7.0,EDUCATION,B,10000,10.36,0,0.18,N,10,0.03458193995909124
34,56400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.9,0,0.12,N,10,0.027612330002138252
31,37000,RENT,5.0,PERSONAL,C,7500,15.23,0,0.2,N,6,0.18832167421670037
34,56400,OWN,8.0,MEDICAL,A,12100,5.79,0,0.21,N,9,0.024565766834195726
28,31000,RENT,1.0,HOMEIMPROVEMENT,D,7500,15.31,1,0.24,Y,5,0.8664612410415464
30,38168,RENT,5.0,PERSONAL,B,7500,9.76,0,0.2,N,6,0.13848944300123
33,38400,RENT,,EDUCATION,C,7500,13.49,0,0.2,N,5,0.1514308403708648
29,56500,MORTGAGE,13.0,MEDICAL,A,14750,,0,0.26,N,8,0.09978481115869577
33,50500,MORTGAGE,2.0,MEDICAL,D,4000,,1,0.08,Y,8,0.4046517367303044
30,40000,RENT,3.0,VENTURE,B,7500,12.69,0,0.19,N,5,0.09154985652178704
35,56566,MORTGAGE,3.0,EDUCATION,A,3200,,0,0.06,N,6,0.012617817263521519
30,56604,MORTGAGE,3.0,VENTURE,D,3000,17.58,0,0.05,N,9,0.1433513396482037
30,56628,MORTGAGE,2.0,HOMEIMPROVEMENT,A,12000,8.94,0,0.21,N,10,0.04317706158074932
31,34000,RENT,2.0,HOMEIMPROVEMENT,D,7500,15.58,1,0.22,N,5,0.8667129842815722
28,56700,MORTGAGE,11.0,VENTURE,B,15000,12.12,0,0.26,N,7,0.06853197216376512
29,56700,MORTGAGE,9.0,VENTURE,C,10000,,0,0.18,Y,5,0.03327171957721962
29,56700,OWN,14.0,MEDICAL,B,11000,10.62,0,0.19,N,6,0.04029715105841119
28,40000,RENT,2.0,PERSONAL,B,7500,11.86,0,0.19,N,8,0.16272615858299816
32,56784,OWN,3.0,PERSONAL,D,12000,14.96,0,0.21,Y,10,0.22679717164160185
28,50820,MORTGAGE,12.0,PERSONAL,B,10000,10.59,1,0.2,N,8,0.044090210733456835
28,56864,MORTGAGE,5.0,PERSONAL,A,12300,7.88,0,0.22,N,7,0.026269709098683158
29,40000,RENT,7.0,MEDICAL,C,7500,12.73,0,0.19,Y,9,0.2709678270248059
32,34000,RENT,0.0,EDUCATION,B,7500,10.01,1,0.22,N,5,0.22364895055945488
30,34000,RENT,1.0,VENTURE,C,7500,,1,0.22,N,6,0.24009769264306915
28,40000,RENT,2.0,MEDICAL,C,7500,,0,0.19,N,7,0.3072229041222594
32,40000,RENT,2.0,EDUCATION,A,7500,8.0,0,0.19,N,6,0.06904400933278529
28,57000,MORTGAGE,5.0,PERSONAL,A,9500,7.51,0,0.17,N,5,0.020173121092088218
29,42000,RENT,0.0,EDUCATION,C,7500,12.87,0,0.18,Y,8,0.16909989673015102
28,36000,RENT,2.0,HOMEIMPROVEMENT,B,7500,10.39,1,0.21,N,9,0.23703282038082918
27,36000,RENT,0.0,PERSONAL,D,7500,13.55,1,0.21,Y,7,0.6645869843625987
28,57000,MORTGAGE,13.0,PERSONAL,C,9600,15.96,0,0.17,Y,9,0.05338477806140927
33,38604,RENT,0.0,VENTURE,D,7500,,1,0.19,N,5,0.5476889726488784
29,44720,RENT,6.0,EDUCATION,B,7500,,0,0.17,N,5,0.10638326284263294
27,57000,OWN,11.0,EDUCATION,A,15000,6.03,0,0.26,N,6,0.025772947796033837
29,44875,RENT,0.0,MEDICAL,A,7500,8.32,0,0.17,N,8,0.1438889469955936
27,45000,RENT,4.0,MEDICAL,C,7500,15.27,0,0.17,N,8,0.3059784044476267
27,57000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,3000,7.51,0,0.05,N,5,0.01913696194845806
35,57000,MORTGAGE,8.0,MEDICAL,A,5500,7.49,0,0.1,N,5,0.023004702674083218
27,45000,RENT,0.0,PERSONAL,C,7500,12.73,0,0.17,Y,6,0.19656320989779485
28,51000,MORTGAGE,1.0,PERSONAL,A,4775,7.49,1,0.09,N,6,0.017966342138676972
34,39000,RENT,0.0,DEBTCONSOLIDATION,B,7500,9.45,1,0.19,N,9,0.2663407321399006
29,45756,RENT,7.0,EDUCATION,B,7500,10.0,0,0.16,N,7,0.10719584456740129
27,51000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,10000,6.99,1,0.2,N,5,0.04291699799975428
27,46000,RENT,4.0,MEDICAL,C,7500,13.49,0,0.16,N,5,0.282468012591306
30,57000,MORTGAGE,1.0,VENTURE,A,4500,7.49,0,0.08,N,10,0.011290973343147506
30,46800,RENT,0.0,EDUCATION,A,7500,7.88,0,0.16,N,10,0.07030743833811733
30,48000,RENT,4.0,MEDICAL,A,7500,7.49,0,0.16,N,6,0.1287645187954488
28,48500,RENT,3.0,VENTURE,D,7500,12.86,0,0.15,N,7,0.4289744453774669
27,42996,RENT,11.0,MEDICAL,C,7500,11.91,1,0.17,N,7,0.2565814252250957
32,57000,MORTGAGE,11.0,MEDICAL,C,9000,13.35,0,0.16,Y,5,0.07935381961321504
33,57000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,13000,7.88,0,0.23,N,5,0.04998038587607837
29,57000,MORTGAGE,4.0,MEDICAL,A,2500,6.76,0,0.04,N,7,0.02131291834697447
30,57000,MORTGAGE,2.0,VENTURE,A,6000,7.51,0,0.11,N,8,0.008426989797374598
29,57000,OWN,5.0,MEDICAL,B,5000,11.86,0,0.09,N,10,0.028231448596239574
33,44000,RENT,1.0,EDUCATION,D,7500,12.92,1,0.17,Y,6,0.5966221578333681
31,57000,MORTGAGE,10.0,EDUCATION,B,8000,9.88,0,0.14,N,9,0.021847223978614053
30,50400,RENT,2.0,PERSONAL,B,7500,10.25,0,0.15,N,7,0.09343259730330937
28,57000,MORTGAGE,2.0,VENTURE,C,6000,12.73,0,0.11,N,10,0.023023036255257465
33,50750,RENT,2.0,PERSONAL,C,7500,11.91,0,0.15,Y,6,0.11892565273096255
28,51000,RENT,13.0,VENTURE,D,7500,16.49,0,0.15,Y,7,0.35893655066686825
28,51000,OWN,2.0,DEBTCONSOLIDATION,E,20400,17.74,1,0.4,Y,5,0.9144388745650438
30,45063,RENT,7.0,MEDICAL,D,7500,15.05,1,0.17,N,6,0.7417433370442503
28,57000,OWN,7.0,PERSONAL,B,3500,11.83,0,0.06,N,6,0.01647371442391019
31,54200,RENT,4.0,VENTURE,C,7500,12.61,0,0.14,N,10,0.07764739919691319
28,57000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,13000,9.63,0,0.23,N,5,0.038821217365326434
33,51000,MORTGAGE,2.0,EDUCATION,A,1200,9.63,1,0.02,N,7,0.011249926739071056
29,57000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,6000,9.32,0,0.11,N,5,0.017204592768212977
30,57000,MORTGAGE,6.0,PERSONAL,A,4000,8.0,0,0.07,N,7,0.014835815513624633
32,51000,MORTGAGE,5.0,MEDICAL,C,15000,,1,0.29,Y,8,0.24007677144705747
33,57000,MORTGAGE,7.0,EDUCATION,B,15000,10.39,0,0.26,N,7,0.0885866282217044
28,55000,RENT,7.0,DEBTCONSOLIDATION,C,7500,12.84,0,0.14,Y,6,0.17604067960157815
31,56400,RENT,1.0,VENTURE,B,7500,11.48,0,0.13,N,10,0.059171010586446436
30,57000,RENT,4.0,VENTURE,C,7500,14.27,0,0.13,N,5,0.07036518088828056
31,57000,RENT,2.0,EDUCATION,B,7500,12.53,0,0.13,N,9,0.07215584113380652
34,57000,RENT,9.0,DEBTCONSOLIDATION,B,7500,11.14,0,0.13,N,7,0.13205769650016894
28,51043,MORTGAGE,12.0,PERSONAL,C,2100,12.29,1,0.04,N,8,0.03111799118960734
27,57996,RENT,11.0,EDUCATION,B,7500,12.21,0,0.13,N,10,0.06094687682674035
31,57200,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7500,13.11,0,0.13,Y,5,0.06446537281277159
27,57240,OWN,4.0,VENTURE,B,15000,11.99,0,0.26,N,6,0.046097851585290534
31,57240,MORTGAGE,1.0,EDUCATION,A,10000,5.99,0,0.17,N,6,0.019019079324518965
28,57248,MORTGAGE,1.0,EDUCATION,A,9000,6.92,0,0.16,N,7,0.01920918029847431
29,57300,OWN,13.0,MEDICAL,B,12000,11.48,0,0.21,N,8,0.041397698940927555
31,57335,MORTGAGE,6.0,EDUCATION,D,16500,14.84,0,0.29,N,10,0.5265141236472822
28,57360,MORTGAGE,3.0,EDUCATION,B,23000,,0,0.4,N,7,0.3351381747920057
31,57400,MORTGAGE,6.0,PERSONAL,A,7600,5.99,0,0.13,N,10,0.014310158924305797
31,60000,RENT,3.0,DEBTCONSOLIDATION,A,7500,5.79,0,0.13,N,9,0.07606693716653201
30,57408,MORTGAGE,0.0,DEBTCONSOLIDATION,B,18000,8.88,0,0.31,N,10,0.22197852768816226
33,57500,MORTGAGE,0.0,MEDICAL,A,15000,6.03,0,0.26,N,7,0.11535707193588436
31,61000,RENT,3.0,MEDICAL,C,7500,,0,0.12,Y,10,0.15412646557011728
27,62000,RENT,4.0,EDUCATION,C,7500,13.04,0,0.12,Y,6,0.0775515114392591
29,57500,MORTGAGE,7.0,PERSONAL,A,19600,7.88,0,0.34,N,8,0.23653374847015646
29,65000,RENT,5.0,EDUCATION,B,7500,12.69,0,0.12,N,10,0.05102629101695619
29,59000,RENT,3.0,HOMEIMPROVEMENT,B,7500,9.99,1,0.13,N,8,0.12628442509357826
31,65000,RENT,8.0,MEDICAL,B,7500,10.95,0,0.12,N,10,0.1031812214893718
30,57600,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,14.65,0,0.1,N,8,0.06394138755005714
27,51600,MORTGAGE,2.0,VENTURE,D,13650,16.29,1,0.26,N,9,0.5144048410675374
28,57600,MORTGAGE,12.0,PERSONAL,B,10625,12.42,0,0.18,N,6,0.041712095305917886
30,57600,MORTGAGE,13.0,PERSONAL,A,6000,,0,0.1,N,10,0.012527652010352913
27,57600,OWN,,VENTURE,C,3000,12.99,0,0.05,Y,10,0.011403298958041819
33,57600,MORTGAGE,3.0,HOMEIMPROVEMENT,A,17000,7.66,0,0.3,N,8,0.0990856342264551
27,70000,RENT,4.0,MEDICAL,A,7500,7.88,0,0.11,N,5,0.05708479098459874
27,57600,MORTGAGE,3.0,MEDICAL,B,3000,11.11,0,0.05,N,6,0.03984336305994271
34,51600,MORTGAGE,2.0,VENTURE,E,12000,17.88,1,0.23,N,8,0.350386333927544
28,66000,RENT,0.0,VENTURE,C,7500,11.28,1,0.11,Y,7,0.05771451915066889
27,57600,MORTGAGE,11.0,PERSONAL,A,8500,7.14,0,0.15,N,5,0.013559818312022048
28,57600,MORTGAGE,9.0,EDUCATION,D,12000,15.58,0,0.21,Y,7,0.2789199391818548
28,75000,RENT,3.0,EDUCATION,B,7500,,0,0.1,N,6,0.04911701516737713
31,57600,MORTGAGE,5.0,EDUCATION,B,15000,10.25,0,0.26,N,10,0.09336370993941613
33,80000,RENT,4.0,EDUCATION,A,7500,5.42,0,0.09,N,10,0.027088651858341015
27,80000,RENT,3.0,DEBTCONSOLIDATION,B,7500,12.18,0,0.09,N,5,0.10541878967391441
27,81000,RENT,5.0,HOMEIMPROVEMENT,B,7500,10.25,0,0.09,N,7,0.09159004477585236
31,85000,RENT,3.0,VENTURE,B,7500,10.08,0,0.09,N,5,0.03688196037857071
31,57758,MORTGAGE,,DEBTCONSOLIDATION,A,12000,6.62,0,0.21,N,9,0.0442452178833458
27,57770,MORTGAGE,3.0,PERSONAL,B,9975,11.49,0,0.17,N,5,0.04100618373472041
27,87360,RENT,1.0,DEBTCONSOLIDATION,C,7500,12.54,0,0.09,Y,8,0.10970594893607417
33,57800,MORTGAGE,12.0,MEDICAL,A,7000,6.99,0,0.12,N,6,0.020071335927814862
27,57886,MORTGAGE,7.0,VENTURE,A,4000,7.9,0,0.07,N,9,0.009434478135718903
34,57912,MORTGAGE,7.0,VENTURE,A,5600,5.42,0,0.1,N,8,0.007651409421979948
27,90000,RENT,0.0,DEBTCONSOLIDATION,B,7500,,0,0.08,N,6,0.08748822840009238
27,96000,RENT,7.0,HOMEIMPROVEMENT,B,7500,9.83,0,0.08,N,10,0.06639093198351019
31,99504,RENT,5.0,DEBTCONSOLIDATION,C,7500,13.57,0,0.08,N,10,0.10056002129404717
31,101000,RENT,2.0,EDUCATION,C,7500,13.22,0,0.07,Y,5,0.046955139355773876
29,105000,RENT,1.0,MEDICAL,C,7500,11.03,0,0.07,Y,9,0.10545277847746586
29,103000,RENT,0.0,PERSONAL,D,7500,16.77,1,0.07,Y,7,0.35670850763349643
29,115000,RENT,5.0,HOMEIMPROVEMENT,A,7500,5.99,0,0.07,N,8,0.03613900834106785
33,115000,RENT,9.0,HOMEIMPROVEMENT,C,7500,11.03,0,0.07,Y,8,0.08701061668443465
27,57996,MORTGAGE,1.0,MEDICAL,A,4800,8.59,0,0.08,N,9,0.030680888800509953
34,120000,RENT,9.0,HOMEIMPROVEMENT,D,7500,16.29,0,0.06,N,5,0.43878972800498484
27,125000,RENT,8.0,EDUCATION,D,7500,,0,0.06,N,5,0.26481656786811614
29,57996,MORTGAGE,6.0,EDUCATION,C,20475,12.72,0,0.35,N,10,0.4011643216105271
32,155000,RENT,3.0,PERSONAL,C,7500,11.59,0,0.05,Y,5,0.04227276914584169
31,160000,RENT,1.0,HOMEIMPROVEMENT,C,7500,11.28,0,0.05,N,7,0.07908362021815955
29,58000,MORTGAGE,9.0,EDUCATION,B,15900,,0,0.27,N,6,0.09085992019319081
35,160000,RENT,3.0,MEDICAL,A,7500,8.0,0,0.05,N,8,0.030666441681133954
31,58000,MORTGAGE,15.0,VENTURE,A,8875,,0,0.15,N,6,0.008744282214719741
29,165000,RENT,2.0,EDUCATION,B,7500,10.62,0,0.05,N,7,0.02965153008851621
33,58000,MORTGAGE,2.0,VENTURE,B,15000,9.91,0,0.26,N,9,0.0843200359043741
31,58000,OWN,6.0,PERSONAL,B,6200,10.65,0,0.11,N,6,0.012810082269215902
27,85000,RENT,1.0,DEBTCONSOLIDATION,A,7525,,0,0.09,N,8,0.06849165791380714
35,40000,RENT,2.0,MEDICAL,C,7550,13.92,0,0.19,N,9,0.31751457629938795
27,52000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,3000,15.96,1,0.06,Y,6,0.06488882274752567
35,58000,MORTGAGE,8.0,MEDICAL,C,6000,12.99,0,0.1,Y,8,0.054005640924242024
28,18000,RENT,9.0,HOMEIMPROVEMENT,A,7600,8.49,1,0.42,N,9,0.752789304223329
27,28000,RENT,1.0,DEBTCONSOLIDATION,B,7600,10.99,0,0.27,N,7,0.660690007835633
30,58000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,5350,9.99,0,0.09,N,9,0.047844846480931555
34,58000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,4000,5.42,0,0.07,N,8,0.022862167720750746
28,58000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,6700,9.99,0,0.12,N,5,0.03791996953812339
35,33000,RENT,2.0,VENTURE,C,7600,15.27,0,0.23,N,6,0.24655600632844005
27,33000,RENT,2.0,MEDICAL,A,7600,8.0,0,0.23,N,10,0.25605407288618015
27,58000,MORTGAGE,7.0,VENTURE,B,2800,11.99,0,0.05,N,8,0.014058310796800488
30,44208,RENT,1.0,MEDICAL,A,7600,7.74,0,0.17,N,8,0.14136471021812302
30,58000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,3000,5.42,0,0.05,N,9,0.018267778962012916
27,45000,RENT,10.0,MEDICAL,D,7600,14.59,1,0.17,Y,8,0.743979243163788
27,51996,RENT,7.0,HOMEIMPROVEMENT,C,7600,14.17,0,0.15,N,8,0.17016189204779483
30,61000,RENT,4.0,HOMEIMPROVEMENT,C,7600,,0,0.12,Y,6,0.14575442594029792
28,58000,MORTGAGE,8.0,VENTURE,A,9600,7.49,0,0.17,N,7,0.012543022828786226
29,33000,RENT,4.0,HOMEIMPROVEMENT,E,7650,19.29,1,0.23,Y,6,0.8885644427344522
30,58000,OWN,7.0,PERSONAL,A,6000,5.79,0,0.1,N,5,0.006624589344969845
31,58000,OWN,15.0,MEDICAL,C,14500,13.06,0,0.25,N,7,0.06173897582194968
28,58000,MORTGAGE,0.0,VENTURE,C,12500,13.43,0,0.22,N,8,0.05158351724220427
31,58000,MORTGAGE,0.0,EDUCATION,A,3625,6.17,0,0.06,N,5,0.013373266397102488
28,30000,RENT,2.0,MEDICAL,B,7700,12.42,0,0.26,N,8,0.5999168160628078
30,58000,MORTGAGE,2.0,MEDICAL,A,13200,,0,0.23,N,10,0.054527220636201114
27,58000,MORTGAGE,11.0,MEDICAL,B,3250,11.86,0,0.06,N,8,0.048469112941324194
34,58000,OWN,8.0,MEDICAL,A,3000,6.76,0,0.05,N,10,0.011222670642287446
28,58000,MORTGAGE,12.0,EDUCATION,A,3000,,0,0.05,N,8,0.008941933258758465
30,58000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,9000,13.23,0,0.16,N,6,0.0954967233004724
27,58000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.21,N,8,0.03860870825305056
30,48000,RENT,0.0,PERSONAL,A,7725,8.94,0,0.16,N,5,0.08339049175190653
29,56200,RENT,0.0,EDUCATION,E,7725,13.75,1,0.14,N,6,0.5244161505066498
30,58000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,4000,11.12,0,0.07,N,6,0.05409076728896151
27,58000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,6500,13.98,0,0.11,Y,8,0.056144692495465984
29,24000,RENT,,VENTURE,C,7750,13.85,1,0.32,N,8,0.45198852457381733
28,58000,MORTGAGE,3.0,VENTURE,A,4000,7.14,0,0.07,N,9,0.009883634819835323
29,58000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,1800,6.76,0,0.03,N,8,0.02093649567375535
29,26400,RENT,5.0,MEDICAL,C,7750,14.27,1,0.29,N,7,0.6802712543354048
34,26400,RENT,0.0,DEBTCONSOLIDATION,C,7750,12.87,0,0.29,Y,5,0.709030295610101
27,29000,RENT,3.0,MEDICAL,B,7750,11.86,0,0.27,N,5,0.5616376298352733
32,58000,OWN,3.0,VENTURE,C,8000,13.85,0,0.14,N,10,0.014473668897234391
30,30000,RENT,0.0,VENTURE,D,7750,13.87,1,0.26,Y,9,0.8492428000035928
28,32000,RENT,2.0,MEDICAL,C,7750,14.22,0,0.24,Y,5,0.458540118587123
29,58000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.24,N,7,0.039139184119310784
31,41558,RENT,3.0,EDUCATION,E,7750,16.45,0,0.19,N,7,0.6565016506106546
27,58000,OWN,4.0,EDUCATION,B,4000,11.14,0,0.07,N,10,0.015006347235701833
27,58000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1500,,0,0.03,N,9,0.0611569794742959
29,28000,RENT,8.0,PERSONAL,B,7800,8.88,0,0.28,N,7,0.46029162664095574
28,30100,RENT,0.0,PERSONAL,C,7800,14.35,0,0.26,N,10,0.5570093465124517
31,58000,OWN,7.0,VENTURE,C,14000,12.87,0,0.24,N,9,0.024364723146914256
29,58000,OTHER,0.0,HOMEIMPROVEMENT,B,14000,11.83,0,0.24,N,8,0.2577851542941485
28,58000,MORTGAGE,11.0,VENTURE,A,10000,9.32,0,0.17,N,10,0.012655675059935232
31,58000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,6000,9.32,0,0.1,N,5,0.018230344393384647
29,40320,RENT,6.0,MEDICAL,B,7800,8.88,0,0.19,N,10,0.22268187256719663
27,41004,RENT,11.0,MEDICAL,B,7800,11.14,0,0.19,N,7,0.20932246669879173
29,52044,MORTGAGE,12.0,EDUCATION,A,8875,7.9,1,0.17,N,7,0.016584255741548527
27,58075,MORTGAGE,6.0,MEDICAL,A,4000,5.99,0,0.07,N,6,0.025339829457484836
28,58200,MORTGAGE,8.0,PERSONAL,B,4500,11.12,0,0.08,N,7,0.02883085272475013
34,54000,RENT,2.0,VENTURE,D,7800,14.84,1,0.14,N,6,0.408794035989904
30,58239,MORTGAGE,3.0,VENTURE,A,10500,6.62,0,0.18,N,5,0.01397281163212347
28,70000,RENT,1.0,DEBTCONSOLIDATION,A,7800,7.9,0,0.11,N,8,0.06937977268716938
29,72000,RENT,4.0,DEBTCONSOLIDATION,C,7800,,0,0.11,Y,8,0.15072750952207345
32,93158,RENT,16.0,HOMEIMPROVEMENT,D,7800,16.29,0,0.08,N,6,0.4202357582871114
30,52500,MORTGAGE,14.0,EDUCATION,A,10000,9.63,1,0.19,N,8,0.018043632585901807
35,58570,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11000,7.88,0,0.19,N,9,0.03606986692768422
28,47000,RENT,9.0,MEDICAL,B,7875,,0,0.17,N,10,0.22046963892668242
27,52600,MORTGAGE,2.0,PERSONAL,D,21600,17.27,1,0.41,N,9,0.8978295531046425
28,58600,OTHER,1.0,HOMEIMPROVEMENT,A,4550,8.0,0,0.08,N,8,0.08797991539766081
31,36572,RENT,,MEDICAL,A,7900,,0,0.22,N,7,0.13813757700836174
27,37000,RENT,4.0,EDUCATION,B,7900,11.11,0,0.21,N,7,0.12258849577290178
29,58656,OWN,0.0,EDUCATION,B,8000,11.14,0,0.14,N,6,0.014584499853602481
28,24000,RENT,,MEDICAL,D,7950,15.99,1,0.33,N,5,0.9866406123571235
28,35000,RENT,3.0,DEBTCONSOLIDATION,D,7950,15.62,1,0.23,N,10,0.8792841172446009
35,58788,MORTGAGE,8.0,DEBTCONSOLIDATION,B,2200,11.99,0,0.04,N,6,0.03980934478248493
29,58800,MORTGAGE,,VENTURE,B,11400,10.99,0,0.19,N,9,0.030245093696125956
31,13000,RENT,0.0,VENTURE,C,8000,12.84,1,0.62,N,10,0.7888114193603678
27,13500,RENT,2.0,MEDICAL,B,8000,12.18,1,0.59,N,5,0.8777812110605357
32,58800,OWN,16.0,PERSONAL,C,7000,13.99,0,0.12,N,7,0.018082015327818193
27,18000,RENT,3.0,EDUCATION,B,8000,10.75,1,0.44,N,10,0.7592486888280564
